year,month,temp_c_mean,rain_mm_total,farm_id,ndvi,milk_liters,feed_cost_ugx,vet_visits,loan_access,outages_days,market_price_ugx_per_liter,investment_feasible
2014,1,24.990322580645163,6.0,1,0.28487506940068236,555.6886138882722,148237.13553382206,3,0,7,1428.249594879371,0
2014,2,26.12857142857143,11.9,1,0.2915630994605545,620.5398285240079,161816.29324515746,2,0,4,1791.337857541378,0
2014,3,24.970967741935485,95.0,1,0.43791035589781185,863.6915151278381,238412.1649856702,5,1,2,1391.0282634869466,1
2014,4,22.94333333333333,134.6,1,0.5121434217773572,1004.7068342207572,214694.98585257016,3,0,7,1737.1228193384254,0
2014,5,22.4741935483871,150.5,1,0.5425193328664941,1020.1198967447266,154667.26148496108,5,0,8,1404.0997248461072,0
2014,6,22.516666666666666,81.6,1,0.40867799615508127,877.0151718287592,243706.53484454477,1,0,4,1608.9150107439546,0
2014,7,22.44193548387097,80.1,1,0.4496671705844653,881.4976825802191,228690.90726464472,2,0,0,1958.9171743329537,1
2014,8,21.725806451612904,127.4,1,0.5074520984039724,988.612711411362,207672.77219181444,0,0,5,1505.0460307651476,0
2014,9,22.256666666666668,136.2,1,0.6004204129792294,1080.9516261602118,196971.2237610697,3,1,8,1900.5907887705662,0
2014,10,22.55806451612903,137.9,1,0.5282109591647369,1037.1495154272245,258046.19812360808,1,0,9,1989.5556649631158,0
2014,11,23.06,89.2,1,0.4205047684256036,830.0155860000732,226881.76555681875,2,1,4,1899.8806790441306,0
2014,12,24.019354838709678,10.7,1,0.35054530481333146,661.7446380853436,274514.4137208981,2,0,1,1332.6928237786742,0
2015,1,25.606451612903225,0.0,1,0.24200374992867146,536.6300620299372,213568.32098865922,1,1,5,1855.7265756281304,0
2015,2,26.764285714285712,4.8,1,0.2798939777420732,624.2277736483488,225390.7447011569,0,1,8,1225.719516080449,0
2015,3,26.574193548387097,63.6,1,0.3656384657172185,761.3368088763402,218770.07454878575,3,0,9,1514.6415069594464,0
2015,4,22.633333333333333,145.9,1,0.5179590118247596,1027.979062993339,256741.60105549087,5,1,0,1896.586698654291,0
2015,5,22.258064516129032,175.2,1,0.5897584955035541,1102.92622086263,256986.65370645502,1,0,2,1751.0017702079358,0
2015,6,22.086666666666666,129.5,1,0.48869540021118096,1034.496127598037,270311.4404647988,2,1,4,1626.1923418703025,0
2015,7,22.65806451612903,63.6,1,0.3977860114940686,787.3904781531901,197351.55069313664,1,0,0,1510.2912200660965,0
2015,8,23.461290322580645,47.9,1,0.316209202064421,712.7155017205237,193955.01594932302,4,0,8,1849.837557176229,0
2015,9,23.936666666666667,59.5,1,0.3646245139547475,759.2878661546166,196369.9341650099,2,1,1,1767.6467231585766,0
2015,10,23.17096774193548,232.4,1,0.7091009999556082,1330.258521396538,280144.7333470927,5,0,6,1574.7242556925387,0
2015,11,22.053333333333335,157.0,1,0.5358005372439915,1083.0937777354823,281598.73542774055,1,1,9,1913.9874697677278,0
2015,12,22.86774193548387,67.3,1,0.4074296960819212,822.2240672761375,202012.71058761197,0,0,6,1383.9584142549058,0
2016,1,24.44193548387097,26.1,1,0.3588341231151107,701.8334471716025,195613.1413592903,3,0,7,1336.3132073268998,0
2016,2,26.341379310344827,8.1,1,0.30291436131931154,693.2950319355749,226592.81582266412,3,0,2,1714.2430114668653,0
2016,3,26.787096774193547,21.0,1,0.3199844872301648,625.177825307838,206576.86489520772,5,1,8,1977.5954741614164,0
2016,4,23.206666666666663,164.1,1,0.6163062703016984,1089.8880259153696,265752.6516674263,5,1,4,1397.8052586454162,0
2016,5,22.635483870967743,138.4,1,0.5288093317777118,987.3277443911201,161432.90083271818,5,0,0,1399.736303147061,1
2016,6,22.576666666666664,73.6,1,0.4650339375461406,863.3852121545837,194269.66556485987,3,0,3,1311.5990783697519,1
2016,7,22.57741935483871,73.4,1,0.4488747525565878,878.5571714635337,196812.0836982393,2,1,3,1888.4508442189058,1
2016,8,22.690322580645162,100.9,1,0.4459344714586823,896.7082971191312,152125.98339794614,2,1,5,1381.1180323290673,0
2016,9,23.426666666666666,84.9,1,0.44523644508291255,827.4505284340943,187286.88894366342,0,1,2,1602.5428213799103,0
2016,10,24.103225806451615,47.9,1,0.39440527214569987,719.502380552169,180621.6360010538,2,0,4,1992.6979824017635,0
2016,11,23.826666666666664,105.9,1,0.46582008221666177,945.7555901657082,219627.30757769177,2,1,4,1209.7127207376348,0
2016,12,25.296774193548387,6.6000000000000005,1,0.30355463548158085,642.1582179319465,241245.5051521056,0,1,3,1645.1888724086352,0
2017,1,25.65806451612903,4.6,1,0.2810801290150573,619.5215472954144,200500.22682855724,1,0,6,1609.8312341639567,0
2017,2,25.021428571428572,23.2,1,0.27992962592066206,622.4229249009438,173976.5652410838,3,1,3,1845.957901128124,0
2017,3,24.74516129032258,36.2,1,0.37256787697383226,720.8313796799594,209683.68058960378,2,0,7,1484.2252316422216,0
2017,4,23.743333333333332,152.5,1,0.526145589605729,1058.9969632350694,266194.96570204606,5,1,2,1528.2730871192332,0
2017,5,22.283870967741933,171.7,1,0.6342348439192433,1143.5038510326553,212201.54359916528,2,0,8,1334.350384479091,0
2017,6,22.64333333333333,67.60000000000001,1,0.4114894949337617,842.5398535857778,190085.94176921877,5,0,3,1792.6521853086292,0
2017,7,21.729032258064517,181.29999999999998,1,0.6231148765447956,1164.3641389021475,259905.5998903985,3,0,0,1827.7671273505186,0
2017,8,21.606451612903225,175.0,1,0.6145292903908951,1164.2511836278659,236494.01121830527,0,1,1,1309.3306566230642,1
2017,9,21.80666666666667,189.1,1,0.5842642289974499,1165.9682854665123,262702.0035586052,1,0,8,1514.7656591906575,0
2017,10,22.55806451612903,121.7,1,0.512685848845819,984.8563845890667,228379.10701326645,4,0,8,1914.3239962901464,0
2017,11,21.886666666666667,118.5,1,0.5082166176996322,989.2023683311529,250186.0989091792,3,1,2,1202.1658189406298,0
2017,12,23.532258064516128,8.700000000000001,1,0.35872395977856597,586.3168091270647,165853.00130894594,1,1,6,1439.0072564981058,0
2018,1,24.38064516129032,14.1,1,0.358115963757856,642.0886331704638,202907.7769364407,3,1,5,1644.0338280420383,0
2018,2,25.8,13.600000000000001,1,0.31409093813131284,610.2482292554037,201499.15790953758,5,0,1,1467.2750877279627,0
2018,3,22.548387096774192,116.1,1,0.4507157731113666,915.1454719913979,186734.9100361879,2,0,4,1417.6361513421355,0
2018,4,21.386666666666667,228.2,1,0.7179208494989633,1290.1064187883433,206304.1750670068,0,0,6,1568.0299879225702,0
2018,5,21.40967741935484,135.7,1,0.5509126892783837,1079.5573132206125,256937.05611588887,1,0,9,1345.218486487755,0
2018,6,21.06,101.7,1,0.472822947524683,876.6994936173968,209607.3880228524,5,0,8,1623.700192767587,0
2018,7,20.98709677419355,65.3,1,0.4370746367420525,848.3393791939966,187198.74188609983,4,1,0,1765.3567370505807,0
2018,8,21.6,143.2,1,0.5759631128419475,978.7099969756737,225411.43165035394,5,1,2,1660.2359621028018,1
